marital_status,application_mode,application_order,course,daytime_attendance,previous_qualification,previous_qualification_grade,mothers_qualification,fathers_qualification,mothers_occupation,admission_grade,displaced,educational_special_needs,debtor,tuition_fees_up_to_date,male,scholarship_holder,age,curricular_units_1st_sem_enrolled,curricular_units_1st_sem_evaluations,curricular_units_1st_sem_approved,curricular_units_1st_sem_grade,curricular_units_1st_sem_without_evaluations,curricular_units_2nd_sem_credited,curricular_units_2nd_sem_enrolled,curricular_units_2nd_sem_evaluations,curricular_units_2nd_sem_approved,curricular_units_2nd_sem_grade,curricular_units_2nd_sem_without_evaluations,inflation_rate
2,1,-0.5548002603816558,9991,0,1,-1.4090744241778541,37,37,9,-0.4854285126661586,0,0,0,1,0,0,3.5376637326136877,-0.5245145381909954,0.17228787550611457,-0.9054001033422325,-0.06568927065225491,-0.1455296783343079,-0.27785718048264324,-0.5624841430544206,-0.2670192760868151,-0.477338300218776,0.14015681999114674,-0.195430329440261,1.8117197665347344
1,1,-0.5548002603816558,9238,1,1,0.03141557907549898,34,34,0,-0.5405044189111113,1,0,0,1,0,0,-0.6951927911642704,-0.10779869597534744,0.17228787550611457,-0.2347688263734222,0.042647645215426175,-0.1455296783343079,-0.27785718048264324,-0.10112197848001594,0.24496566487453414,-0.14387603296702256,0.09159362913268367,-0.195430329440261,1.0040218619564836
2,1,-0.5548002603816558,8014,0,1,-1.4090744241778541,34,34,99,-1.7315208914581954,0,0,0,0,0,0,1.1566819379885864,-0.5245145381909954,-0.7834265177304435,-1.5760313803110428,-2.3407645038735576,-0.1455296783343079,-0.27785718048264324,-0.5624841430544206,0.5009581353552087,-1.4777251019740363,-1.996623577781228,-0.195430329440261,0.1228968751438458
2,1,-0.5548002603816558,8014,0,1,-0.30946373467147725,34,34,99,-0.8365374149777274,0,0,0,1,0,0,2.744003134405321,-0.10779869597534744,0.17228787550611457,0.4358624505953882,0.07875995050465308,-0.1455296783343079,0.25944418739037417,-0.10112197848001594,1.7809204877585818,-0.8108005674705294,0.14015681999114674,1.1641694127914886,1.0040218619564836
1,1,-0.5548002603816558,9085,1,1,0.03141557907549898,3,19,2,-1.1669928524474384,0,0,0,1,0,0,0.6275748725163416,-0.10779869597534744,1.6058594653609515,-0.2347688263734222,0.25932147695078833,-0.1455296783343079,-0.27785718048264324,-0.10112197848001594,1.5249280172779072,-0.14387603296702256,0.334409583424999,-0.195430329440261,-0.46451978273124583
1,1,0.961473361812632,9500,1,1,-0.19950266572083955,19,3,3,-0.058590239267782375,1,0,0,1,0,0,-0.6951927911642704,0.3089171462403005,-0.06664072280302494,0.7711780890797933,0.3874298799643213,-0.1455296783343079,-0.27785718048264324,0.8216023506687935,0.7569506058358834,0.8565107687882377,0.49369684944075826,-0.195430329440261,1.1508760264252562
1,1,-0.5548002603816558,9085,1,12,0.03141557907549898,34,34,99,0.0859840146252159,0,0,1,0,1,0,0.4952981061482804,-0.5245145381909954,-0.7834265177304435,-1.5760313803110428,-2.3407645038735576,-0.1455296783343079,-0.27785718048264324,-0.5624841430544206,-0.7790042170481644,-1.4777251019740363,-1.996623577781228,-0.195430329440261,1.0040218619564836
1,1,-0.5548002603816558,9238,1,1,2.9893683338476533,38,37,9,1.9654493152341994,1,0,0,1,0,1,-0.6951927911642704,-0.10779869597534744,-0.30556932111216445,0.4358624505953882,0.4398830033969236,-0.1455296783343079,-0.27785718048264324,-0.10112197848001594,-0.5230117465674897,0.5230485015364843,0.3667850439973076,-0.195430329440261,0.1228968751438458
1,1,-0.5548002603816558,9003,1,1,0.7901469548348997,19,19,9,0.5816671708297839,1,0,0,1,0,0,0.09846780704409681,-0.10779869597534744,0.41121647381525406,0.10054681211098299,0.21598671060371608,-0.1455296783343079,-0.27785718048264324,-0.10112197848001594,-0.011026805606140477,-0.14387603296702256,0.3732601361117693,-0.195430329440261,0.1228968751438458
1,1,-0.5548002603816558,9556,1,40,-0.30946373467147725,1,1,4,1.2425780457692062,0,0,0,1,0,0,0.230744573412158,0.3089171462403005,0.41121647381525406,0.4358624505953882,0.2864057059177086,-0.1455296783343079,-0.27785718048264324,0.8216023506687935,0.24496566487453414,1.1899730360399912,0.5893663354319301,-0.195430329440261,1.1508760264252562
1,17,0.20333655071548815,9670,1,1,-2.508685113684231,3,3,4,-0.7814615087327758,1,0,0,1,1,0,-0.29836249206008675,-0.10779869597534744,0.41121647381525406,0.4358624505953882,0.23223724798386808,-0.1455296783343079,-0.27785718048264324,-0.10112197848001594,-0.011026805606140477,0.18958623428473087,0.334409583424999,-0.195430329440261,-0.46451978273124583
1,1,0.20333655071548815,9238,1,1,0.03141557907549898,19,1,5,0.6573965419165924,0,0,0,1,1,0,0.6275748725163416,-0.5245145381909954,-0.544497919421304,-1.5760313803110428,-2.3407645038735576,-0.1455296783343079,-0.27785718048264324,-0.10112197848001594,-0.011026805606140477,-1.4777251019740363,0.3732601361117693,-0.195430329440261,0.1228968751438458
1,1,0.20333655071548815,9670,1,1,0.03141557907549898,34,34,0,-1.855441680509337,0,0,0,1,0,0,0.6275748725163416,-0.5245145381909954,-0.544497919421304,-0.2347688263734222,0.3676583928184694,-0.1455296783343079,-0.27785718048264324,-0.5624841430544206,-0.2670192760868151,-0.14387603296702256,0.28584639256653593,-0.195430329440261,1.0040218619564836
1,1,-0.5548002603816558,9500,1,1,0.03141557907549898,19,38,9,-0.37527670017625525,0,0,0,1,0,1,-0.29836249206008675,-0.10779869597534744,-0.30556932111216445,0.4358624505953882,0.3212282860180348,-0.1455296783343079,-0.27785718048264324,-0.10112197848001594,-0.5230117465674897,0.5230485015364843,0.4315359651419251,-0.195430329440261,-1.125363522840724
1,1,0.961473361812632,9147,1,1,0.03141557907549898,1,38,5,-0.23758693456387558,1,0,0,1,0,1,-0.5629160247962092,-0.5245145381909954,-0.7834265177304435,0.10054681211098299,0.1726519442566434,-0.1455296783343079,-0.27785718048264324,-0.5624841430544206,0.7569506058358834,-0.477338300218776,0.4639114257142337,-0.195430329440261,-1.4924989340126564
4,1,0.20333655071548815,9991,0,38,0.03141557907549898,3,1,2,-0.10678165723211448,0,0,0,1,1,0,2.0826193025650146,-1.774662064837939,-0.7834265177304435,-1.5760313803110428,-2.3407645038735576,-0.1455296783343079,-0.27785718048264324,-1.0238463076288253,-1.034996687528839,-1.4777251019740363,-1.996623577781228,-0.195430329440261,0.1228968751438458
1,17,-0.5548002603816558,9670,1,1,0.03141557907549898,1,19,4,-0.5680423720335867,0,0,0,1,1,1,-0.5629160247962092,-0.10779869597534744,-0.30556932111216445,0.4358624505953882,0.25932147695078833,-0.1455296783343079,-0.27785718048264324,-0.10112197848001594,-0.5230117465674897,0.5230485015364843,0.7229151102927035,-0.195430329440261,-0.5379468649656323
1,17,-0.5548002603816558,9500,1,1,0.4602637479829866,38,37,7,0.2787496864825483,1,0,0,1,0,1,-0.6951927911642704,0.7256329884559484,-0.06664072280302494,1.1064937275641986,0.6344380481426339,-0.1455296783343079,-0.27785718048264324,0.8216023506687935,-0.011026805606140477,1.1899730360399912,0.6707096801198555,-0.195430329440261,-1.4924989340126564
1,1,-0.5548002603816558,9773,1,1,-0.8592690794246657,38,38,9,0.44397740521740425,1,0,0,1,1,1,-0.43063925842814793,-0.10779869597534744,-0.06664072280302494,0.4358624505953882,0.25932147695078833,-0.1455296783343079,-0.27785718048264324,-0.10112197848001594,-0.011026805606140477,0.5230485015364843,0.23728320170807285,-0.195430329440261,-1.125363522840724
2,1,0.20333655071548815,9556,1,1,0.03141557907549898,1,3,9,1.7795681316574876,1,0,0,1,0,0,0.6275748725163416,0.3089171462403005,0.17228787550611457,0.7711780890797933,0.3521816905516579,-0.1455296783343079,-0.27785718048264324,0.8216023506687935,-0.011026805606140477,1.1899730360399912,0.3926854124551548,-0.195430329440261,-0.5379468649656323
1,1,-0.5548002603816558,8014,0,1,-1.4090744241778541,37,37,9,-1.3872964774272463,0,0,0,1,0,0,3.4053869662456266,-0.10779869597534744,0.17228787550611457,0.10054681211098299,0.33154608752924253,-0.1455296783343079,-0.27785718048264324,-0.10112197848001594,1.012943076316558,-0.14387603296702256,0.23728320170807285,-0.195430329440261,-1.125363522840724
1,1,1.719610172909776,9254,1,1,-0.08954159677020185,12,19,9,-0.15497307519644757,1,0,0,1,0,0,-0.5629160247962092,-0.5245145381909954,0.41121647381525406,-1.5760313803110428,-2.3407645038735576,-0.1455296783343079,-0.27785718048264324,-0.5624841430544206,0.5009581353552087,-1.4777251019740363,-1.996623577781228,-0.195430329440261,1.0040218619564836
1,1,-0.5548002603816558,9070,1,1,0.03141557907549898,5,1,2,-0.47854402438554006,1,0,0,1,0,0,-0.29836249206008675,-0.10779869597534744,-0.30556932111216445,0.10054681211098299,0.3026562432978606,-0.1455296783343079,-0.27785718048264324,-0.10112197848001594,-0.2670192760868151,-0.14387603296702256,0.45096124148531025,-0.195430329440261,0.1228968751438458
1,1,-0.5548002603816558,9238,1,1,1.010069092736175,1,37,5,0.07221503806397872,0,0,0,1,0,1,-0.5629160247962092,-0.10779869597534744,-0.06664072280302494,0.4358624505953882,0.3134899348846289,-0.1455296783343079,-0.27785718048264324,-0.10112197848001594,-0.011026805606140477,0.5230485015364843,0.334409583424999,-0.195430329440261,-0.6848010294344052
1,1,-0.5548002603816558,9254,1,1,0.03141557907549898,4,19,4,-1.9931314461217167,0,0,0,1,1,0,0.3630213397802192,-0.10779869597534744,-0.544497919421304,-1.5760313803110428,-2.3407645038735576,-0.1455296783343079,-0.27785718048264324,-0.10112197848001594,1.012943076316558,-1.4777251019740363,-1.996623577781228,-0.195430329440261,0.1228968751438458
1,1,-0.5548002603816558,9773,1,1,2.769446195946378,38,38,9,1.2219245809273485,1,0,0,1,0,1,-0.5629160247962092,-0.10779869597534744,-0.544497919421304,0.4358624505953882,0.8732306668676479,-0.1455296783343079,-0.27785718048264324,-0.10112197848001594,-0.5230117465674897,0.5230485015364843,0.8524169525819382,-0.195430329440261,1.8117197665347344
1,1,-0.5548002603816558,9085,1,39,0.7901469548348997,37,38,5,0.8983536317382569,1,0,0,1,0,0,-0.29836249206008675,-0.10779869597534744,1.844788063670091,0.10054681211098299,0.40377069810769634,-0.1455296783343079,0.25944418739037417,-0.10112197848001594,1.7809204877585818,-0.8108005674705294,0.6257887285757774,-0.195430329440261,-0.6848010294344052
1,1,-0.5548002603816558,9238,1,1,0.03141557907549898,2,2,3,-0.7676925321715375,1,0,0,1,1,0,-0.5629160247962092,-0.10779869597534744,0.6501450721243935,-0.5700844648578274,0.25932147695078833,-0.1455296783343079,-0.27785718048264324,-0.10112197848001594,1.012943076316558,-0.8108005674705294,-0.05409594344270553,-0.195430329440261,-0.46451978273124583
1,1,0.961473361812632,9500,1,1,1.010069092736175,1,1,4,0.2787496864825483,1,0,0,1,0,0,-0.6951927911642704,0.7256329884559484,-0.06664072280302494,0.7711780890797933,0.8443408226362661,-0.1455296783343079,-0.27785718048264324,0.8216023506687935,-0.011026805606140477,0.8565107687882377,0.8588920446963999,-0.195430329440261,0.1228968751438458
1,1,-0.5548002603816558,8014,0,1,-3.608295803190608,38,19,6,-0.9742271805901072,0,0,0,1,0,1,-0.033808959323964376,-0.10779869597534744,-0.544497919421304,0.4358624505953882,0.7287814457107396,-0.1455296783343079,-0.27785718048264324,-0.10112197848001594,-0.5230117465674897,0.5230485015364843,0.4315359651419251,-0.195430329440261,1.8117197665347344
4,1,-0.5548002603816558,9500,1,1,0.03141557907549898,38,37,7,-1.7521743563000522,1,0,0,1,0,0,0.09846780704409681,0.7256329884559484,0.6501450721243935,0.7711780890797933,0.2939892900284463,-0.1455296783343079,-0.27785718048264324,0.8216023506687935,0.7569506058358834,0.8565107687882377,0.36549002557441534,-0.195430329440261,0.1228968751438458
1,16,-0.5548002603816558,9500,1,1,0.03141557907549898,37,37,9,-2.199666094540286,1,0,0,1,0,0,-0.43063925842814793,0.3089171462403005,-0.30556932111216445,0.4358624505953882,0.6395840516463491,-0.1455296783343079,-0.27785718048264324,0.8216023506687935,0.24496566487453414,0.8565107687882377,0.6396639259639096,-0.195430329440261,-0.5379468649656323
2,1,0.20333655071548815,9254,1,19,0.03141557907549898,19,19,9,-0.23758693456387558,0,0,0,1,1,0,2.0826193025650146,-0.10779869597534744,-0.544497919421304,0.4358624505953882,0.5843322245538316,-0.1455296783343079,-0.27785718048264324,-0.10112197848001594,-0.5230117465674897,0.5230485015364843,0.5934132680034688,-0.195430329440261,-0.5379468649656323
1,1,0.20333655071548815,9500,1,1,0.020419472180435837,19,37,1,0.10663747946707365,1,0,0,1,0,1,-0.5629160247962092,0.7256329884559484,-0.06664072280302494,1.1064937275641986,0.7081071509326571,-0.1455296783343079,-0.27785718048264324,0.8216023506687935,-0.011026805606140477,1.1899730360399912,0.7367556196873654,-0.195430329440261,-1.4924989340126564
1,17,0.20333655071548815,9500,1,1,-1.079191217325941,3,1,2,-0.19628000488016206,1,0,0,1,0,0,-0.6951927911642704,-0.10779869597534744,-0.30556932111216445,-0.9054001033422325,0.3212282860180348,-0.1455296783343079,-0.27785718048264324,-0.10112197848001594,-0.5230117465674897,-1.1442628347222827,-0.05409594344270553,-0.195430329440261,1.1508760264252562
1,1,-0.5548002603816558,171,1,1,4.08897902335403,38,19,9,2.3165582175457673,1,0,0,1,1,1,-0.6951927911642704,-2.608093749269235,-1.978069509276141,-1.5760313803110428,-2.3407645038735576,-0.1455296783343079,-0.27785718048264324,-2.869294965926444,-2.0589665694515373,-1.4777251019740363,-1.996623577781228,-0.195430329440261,1.8117197665347344
1,1,1.719610172909776,9147,1,1,0.03141557907549898,1,38,8,-0.6850786728041096,1,0,0,1,1,0,-0.5629160247962092,-0.5245145381909954,-0.7834265177304435,-0.2347688263734222,-0.011520812718414365,-0.1455296783343079,-0.27785718048264324,-0.5624841430544206,-0.5230117465674897,-0.14387603296702256,0.38297277428346205,-0.195430329440261,-0.5379468649656323
1,1,-0.5548002603816558,9853,1,1,0.03141557907549898,3,1,3,0.7055879598809245,1,0,0,1,0,0,-0.6951927911642704,-0.10779869597534744,-0.30556932111216445,0.4358624505953882,0.29543378224001526,-0.1455296783343079,-0.27785718048264324,-0.10112197848001594,0.5009581353552087,-0.14387603296702256,0.48009915600038816,-0.195430329440261,0.1228968751438458
1,1,0.961473361812632,9773,1,1,-0.41942480362211493,38,37,5,1.0360433973506367,1,0,0,1,0,0,-0.5629160247962092,-0.10779869597534744,-0.06664072280302494,0.4358624505953882,0.40377069810769634,-0.1455296783343079,-0.27785718048264324,-0.10112197848001594,-0.2670192760868151,0.5230485015364843,0.47316155730632187,-0.195430329440261,-1.4924989340126564
1,1,-0.5548002603816558,9254,1,1,0.03141557907549898,19,19,9,0.20990480367635841,0,0,0,1,1,0,-0.29836249206008675,-0.10779869597534744,-0.06664072280302494,0.4358624505953882,0.38313509508528093,-0.1455296783343079,-0.27785718048264324,-0.10112197848001594,0.5009581353552087,-0.14387603296702256,0.5286623468588513,-0.195430329440261,1.8117197665347344
1,1,2.4777469840069197,9254,1,1,-0.5293858725727526,19,1,7,-0.7195011142072045,1,0,0,1,0,1,-0.6951927911642704,-0.10779869597534744,-0.30556932111216445,0.4358624505953882,0.5688555222870201,-0.1455296783343079,-0.27785718048264324,-0.10112197848001594,-0.5230117465674897,0.5230485015364843,0.4639114257142337,-0.195430329440261,0.1228968751438458
1,1,-0.5548002603816558,9070,1,1,0.03141557907549898,3,19,4,0.23055826851821615,1,0,0,1,1,1,-0.43063925842814793,-0.10779869597534744,-0.544497919421304,0.4358624505953882,0.4398830033969236,-0.1455296783343079,-0.27785718048264324,-0.10112197848001594,-0.011026805606140477,0.5230485015364843,0.4639114257142337,2.5237691550232384,-0.6848010294344052
2,1,-0.5548002603816558,9147,1,1,0.7901469548348997,37,37,9,0.051561573222121966,1,0,0,1,0,0,1.0244051716205251,-0.5245145381909954,-0.06664072280302494,-0.5700844648578274,0.042647645215426175,-0.1455296783343079,-0.27785718048264324,-0.5624841430544206,0.24496566487453414,-0.8108005674705294,0.23728320170807285,-0.195430329440261,1.0040218619564836
2,1,-0.5548002603816558,8014,0,1,-3.608295803190608,37,38,9,1.0016209559475415,0,0,0,1,0,0,2.876279900773382,-0.10779869597534744,0.17228787550611457,0.10054681211098299,0.33154608752924253,-0.1455296783343079,-0.27785718048264324,-0.10112197848001594,-0.5230117465674897,0.5230485015364843,0.5286623468588513,-0.195430329440261,-1.125363522840724
1,18,-0.5548002603816558,9085,1,1,0.03141557907549898,37,37,9,0.7606638661258772,1,0,0,1,0,1,-0.29836249206008675,-0.10779869597534744,-0.30556932111216445,0.4358624505953882,0.5843322245538316,-0.1455296783343079,-0.27785718048264324,-0.10112197848001594,-0.5230117465674897,-0.477338300218776,0.9819187948711733,-0.195430329440261,0.1228968751438458
1,1,0.20333655071548815,9238,1,1,-1.1891522862765787,37,38,4,-0.6024648134366816,1,0,0,1,0,0,-0.5629160247962092,-0.10779869597534744,-1.978069509276141,-1.5760313803110428,-2.3407645038735576,-0.1455296783343079,-0.27785718048264324,-0.10112197848001594,-2.0589665694515373,-1.4777251019740363,-1.996623577781228,-0.195430329440261,-0.6848010294344052
1,1,-0.5548002603816558,9853,1,1,-1.4090744241778541,37,38,3,-0.9122667860645358,0,0,0,1,0,0,-0.43063925842814793,-0.10779869597534744,-0.06664072280302494,0.10054681211098299,0.042647645215426175,-0.1455296783343079,-0.27785718048264324,-0.10112197848001594,0.5009581353552087,-0.477338300218776,0.07540589884652919,-0.195430329440261,1.8117197665347344
1,1,0.20333655071548815,9147,1,1,0.03141557907549898,37,1,5,-0.14808858691582896,1,0,0,1,1,0,-0.43063925842814793,-0.5245145381909954,0.17228787550611457,-0.9054001033422325,0.7648937509999668,-0.1455296783343079,-0.27785718048264324,-0.5624841430544206,0.5009581353552087,-0.8108005674705294,0.4315359651419251,-0.195430329440261,1.0040218619564836
1,1,0.20333655071548815,9500,1,1,0.03141557907549898,1,37,4,-0.058590239267782375,1,0,0,1,0,1,-0.5629160247962092,0.3089171462403005,-0.30556932111216445,0.7711780890797933,0.3667297906824607,-0.1455296783343079,-0.27785718048264324,0.8216023506687935,0.24496566487453414,0.8565107687882377,0.381585254544649,-0.195430329440261,-0.46451978273124583
1,1,-0.5548002603816558,9500,1,1,0.03141557907549898,5,4,2,0.9534295379832095,0,0,0,1,0,0,-0.6951927911642704,-0.10779869597534744,-0.06664072280302494,0.7711780890797933,0.3212282860180348,-0.1455296783343079,-0.27785718048264324,0.8216023506687935,-0.011026805606140477,0.8565107687882377,1.0531448081302521,-0.195430329440261,1.8117197665347344
1,1,-0.5548002603816558,171,1,1,0.03141557907549898,37,38,9,-0.43035260642120693,1,0,1,1,1,0,-0.6951927911642704,-2.608093749269235,-1.978069509276141,0.10054681211098299,0.3212282860180348,-0.1455296783343079,-0.27785718048264324,-0.10112197848001594,-0.011026805606140477,-1.4777251019740363,0.3732601361117693,-0.195430329440261,0.1228968751438458
2,1,-0.5548002603816558,9147,1,1,-0.30946373467147725,37,37,9,1.0704658387537316,0,0,0,1,0,0,2.0826193025650146,-0.5245145381909954,-0.06664072280302494,-0.2347688263734222,0.09681610314926671,-0.1455296783343079,-0.27785718048264324,-0.5624841430544206,-0.011026805606140477,-0.14387603296702256,0.23728320170807285,-0.195430329440261,-0.46451978273124583
1,7,-0.5548002603816558,9500,1,3,0.03141557907549898,37,37,9,0.20990480367635841,0,0,0,1,0,0,1.6857890034608312,0.3089171462403005,-0.30556932111216445,-1.5760313803110428,-2.3407645038735576,-0.1455296783343079,-0.27785718048264324,0.3602401860943888,-0.2670192760868151,-1.4777251019740363,-1.996623577781228,9.321767866181988,-0.6848010294344052
1,17,2.4777469840069197,9119,1,1,0.03141557907549898,19,19,5,-0.25135591112511374,1,0,1,1,1,0,-0.6951927911642704,-0.5245145381909954,0.17228787550611457,-0.2347688263734222,0.3676583928184694,-0.1455296783343079,-0.27785718048264324,-0.5624841430544206,0.7569506058358834,0.18958623428473087,0.1956576095436761,-0.195430329440261,-0.5379468649656323
1,1,0.20333655071548815,171,1,1,0.03141557907549898,19,19,4,1.5179575769939655,1,0,0,1,1,0,-0.16608572569202557,4.476075568396779,3.039431055215789,4.124334473923845,0.38476422163968194,-0.1455296783343079,7.781663337612618,4.973861831838436,3.060882840161955,4.191133441305772,0.3572628497113341,-0.195430329440261,-0.46451978273124583
1,1,-0.5548002603816558,171,1,1,0.03141557907549898,1,1,7,0.017139131819027046,1,0,1,1,1,0,-0.033808959323964376,4.476075568396779,2.5615738585975096,2.7830719199862246,0.292655912602382,-0.1455296783343079,5.095156498247531,4.973861831838436,5.108822604007352,2.1903598377952513,0.3167502412946486,1.1641694127914886,-0.46451978273124583
1,1,-0.5548002603816558,9238,1,1,0.03141557907549898,38,37,9,0.74689488956464,0,0,0,1,0,1,-0.6951927911642704,-0.10779869597534744,-0.544497919421304,0.4358624505953882,0.6565568351322858,-0.1455296783343079,-0.27785718048264324,-0.10112197848001594,-0.2670192760868151,-1.4777251019740363,-1.996623577781228,-0.195430329440261,1.1508760264252562
1,1,-0.5548002603816558,9500,1,3,0.03141557907549898,3,37,2,3.92752847521061,0,0,0,1,0,0,0.6275748725163416,0.3089171462403005,0.17228787550611457,0.7711780890797933,1.3438943791372402,-0.1455296783343079,0.25944418739037417,0.8216023506687935,0.24496566487453414,1.1899730360399912,1.2245189127596736,-0.195430329440261,1.1508760264252562
1,1,-0.5548002603816558,9773,1,1,0.03141557907549898,1,19,9,-0.6024648134366816,0,0,0,1,0,0,-0.5629160247962092,-0.10779869597534744,-0.544497919421304,0.4358624505953882,0.18709686637233416,-0.1455296783343079,-0.27785718048264324,-0.10112197848001594,-0.5230117465674897,0.5230485015364843,0.23728320170807285,-0.195430329440261,1.8117197665347344
1,17,0.961473361812632,9500,1,1,1.3399522995880881,12,1,4,0.8845846551770197,1,0,0,1,0,0,-0.6951927911642704,0.3089171462403005,-0.30556932111216445,0.7711780890797933,0.6245716504475411,-0.1455296783343079,-0.27785718048264324,0.8216023506687935,-0.011026805606140477,1.1899730360399912,0.9924408195571733,-0.195430329440261,-1.125363522840724
1,17,-0.5548002603816558,9085,1,1,0.03141557907549898,19,38,194,-0.6437717431203961,0,0,0,1,0,0,-0.6951927911642704,-0.10779869597534744,-1.978069509276141,-1.5760313803110428,-2.3407645038735576,-0.1455296783343079,-0.27785718048264324,-0.10112197848001594,-2.0589665694515373,-1.4777251019740363,-1.996623577781228,-0.195430329440261,-0.5379468649656323
1,17,0.961473361812632,9119,1,1,-1.7389576310297672,1,2,3,-0.4923130009467782,1,0,0,1,1,0,-0.5629160247962092,-0.5245145381909954,0.41121647381525406,-0.9054001033422325,0.042647645215426175,-0.1455296783343079,-0.27785718048264324,-0.10112197848001594,0.5009581353552087,-1.4777251019740363,-1.996623577781228,-0.195430329440261,-0.46451978273124583
1,1,-0.5548002603816558,9853,1,1,0.03141557907549898,19,37,5,-0.8158839501358707,0,0,0,1,0,1,-0.6951927911642704,-0.10779869597534744,0.6501450721243935,-0.2347688263734222,0.25932147695078833,-0.1455296783343079,-0.27785718048264324,-0.10112197848001594,-0.011026805606140477,-0.14387603296702256,0.09159362913268367,-0.195430329440261,1.1508760264252562
1,17,-0.5548002603816558,9003,1,1,-0.749308010474028,37,3,5,-0.6919631610847281,0,0,0,1,1,0,-0.5629160247962092,-0.10779869597534744,0.41121647381525406,0.4358624505953882,0.6204445298430585,-0.1455296783343079,-0.27785718048264324,-0.10112197848001594,0.5009581353552087,-0.14387603296702256,0.38297277428346205,-0.195430329440261,-1.125363522840724
