marital_status,application_mode,application_order,course,daytime_attendance,previous_qualification,previous_qualification_grade,mothers_qualification,fathers_qualification,mothers_occupation,admission_grade,displaced,educational_special_needs,debtor,tuition_fees_up_to_date,male,scholarship_holder,age,curricular_units_1st_sem_enrolled,curricular_units_1st_sem_evaluations,curricular_units_1st_sem_approved,curricular_units_1st_sem_grade,curricular_units_1st_sem_without_evaluations,curricular_units_2nd_sem_credited,curricular_units_2nd_sem_enrolled,curricular_units_2nd_sem_evaluations,curricular_units_2nd_sem_approved,curricular_units_2nd_sem_grade,curricular_units_2nd_sem_without_evaluations,inflation_rate,target
1,1,-0.5548002603816558,9254,1,1,1.1200301616868127,2,37,1,0.43020842865616515,1,0,0,1,0,0,-0.5629160247962092,-0.10779869597534744,0.17228787550611457,0.10054681211098299,0.5626648413802955,-0.1455296783343079,-0.27785718048264324,-0.10112197848001594,2.0369129582392564,-0.8108005674705294,0.6257887285757774,-0.195430329440261,0.1228968751438458,1
1,17,-0.5548002603816558,9147,1,1,1.6698355064400012,38,37,5,0.4852843349011178,0,0,0,1,1,0,-0.6951927911642704,-0.5245145381909954,0.17228787550611457,-1.5760313803110428,-2.3407645038735576,-0.1455296783343079,-0.27785718048264324,-0.10112197848001594,-0.011026805606140477,-1.4777251019740363,0.3732601361117693,-0.195430329440261,0.1228968751438458,1
2,1,-0.5548002603816558,9991,0,1,0.03141557907549898,37,37,9,-0.9122667860645358,0,0,0,1,0,0,1.1566819379885864,-0.5245145381909954,-0.7834265177304435,0.10054681211098299,-0.1306914201728637,-0.1455296783343079,-0.27785718048264324,-0.5624841430544206,0.24496566487453414,-0.14387603296702256,0.1887200108496098,-0.195430329440261,-1.4924989340126564,1
1,1,-0.5548002603816558,9070,1,12,0.03141557907549898,37,19,3,-1.4010654539884844,0,0,1,1,0,0,1.0244051716205251,-0.10779869597534744,-0.06664072280302494,0.10054681211098299,0.042647645215426175,-0.1455296783343079,1.8713482910094263,-0.10112197848001594,-0.011026805606140477,0.5230485015364843,0.3732601361117693,-0.195430329440261,0.1228968751438458,1
1,1,-0.5548002603816558,9085,1,39,-2.508685113684231,3,5,2,-1.1669928524474384,0,0,0,1,1,0,-0.033808959323964376,-0.10779869597534744,2.5615738585975096,-1.5760313803110428,-2.3407645038735576,-0.1455296783343079,-0.27785718048264324,-0.10112197848001594,-0.5230117465674897,-1.4777251019740363,-1.996623577781228,-0.195430329440261,-1.125363522840724,0
1,1,-0.5548002603816558,8014,0,1,0.03141557907549898,38,37,5,-0.5680423720335867,0,0,0,1,0,0,-0.5629160247962092,-0.10779869597534744,-0.544497919421304,0.4358624505953882,0.3676583928184694,-0.1455296783343079,-0.27785718048264324,-0.10112197848001594,-0.5230117465674897,0.5230485015364843,0.23728320170807285,-0.195430329440261,1.8117197665347344,2
2,1,-0.5548002603816558,9991,0,1,0.03141557907549898,38,19,4,0.5334757528654499,0,0,0,1,0,0,1.2889587043566475,-0.5245145381909954,-0.7834265177304435,0.10054681211098299,0.43266054233907825,-0.1455296783343079,-0.27785718048264324,-0.5624841430544206,-0.5230117465674897,0.18958623428473087,0.9819187948711733,-0.195430329440261,0.1228968751438458,2
1,1,-0.5548002603816558,9238,1,1,0.03141557907549898,38,38,0,0.43020842865616515,1,0,0,1,0,0,-0.5629160247962092,-0.10779869597534744,-0.06664072280302494,0.10054681211098299,0.042647645215426175,-0.1455296783343079,-0.27785718048264324,-0.10112197848001594,1.2689355467972325,0.18958623428473087,0.2178579253646877,-0.195430329440261,1.0040218619564836,2
1,1,-0.5548002603816558,9238,1,1,0.03141557907549898,38,19,9,1.0222744207893995,0,0,0,1,0,0,-0.29836249206008675,-0.10779869597534744,-0.30556932111216445,0.10054681211098299,0.3212282860180348,-0.1455296783343079,0.7967455552633915,-0.10112197848001594,-0.5230117465674897,0.5230485015364843,0.6257887285757774,-0.195430329440261,-0.5379468649656323,2
1,1,-0.5548002603816558,9003,1,1,0.03141557907549898,1,1,1,-0.47854402438554006,0,0,0,0,1,0,0.09846780704409681,-0.10779869597534744,-1.978069509276141,-1.5760313803110428,-2.3407645038735576,-0.1455296783343079,-0.27785718048264324,-0.10112197848001594,-2.0589665694515373,-1.4777251019740363,-1.996623577781228,-0.195430329440261,-1.125363522840724,0
2,1,-0.5548002603816558,9500,1,19,0.03141557907549898,37,38,9,-0.4165836298599688,1,0,0,1,0,0,2.0826193025650146,0.3089171462403005,0.889073670433533,-0.2347688263734222,0.25932147695078833,-0.1455296783343079,-0.27785718048264324,0.3602401860943888,1.2689355467972325,-0.14387603296702256,0.4436767628565409,-0.195430329440261,-0.46451978273124583,0
1,1,-0.5548002603816558,9130,1,39,1.8897576443412765,5,1,2,1.5868024598001553,1,0,0,1,1,0,-0.5629160247962092,-0.10779869597534744,1.1280022687426725,0.10054681211098299,0.1726519442566434,-0.1455296783343079,0.25944418739037417,-0.10112197848001594,1.012943076316558,-0.8108005674705294,0.14015681999114674,-0.195430329440261,-1.125363522840724,1
1,1,-0.5548002603816558,9991,0,1,0.7901469548348997,1,1,6,-1.855441680509337,0,0,0,1,1,0,1.4212354707247088,-0.5245145381909954,-0.7834265177304435,0.10054681211098299,0.6493343740744404,-0.1455296783343079,-0.27785718048264324,-0.5624841430544206,-0.5230117465674897,0.18958623428473087,0.6905396497203949,-0.195430329440261,-1.4924989340126564,2
4,1,-0.5548002603816558,9085,1,1,0.7901469548348997,37,37,9,1.9034889207086283,0,0,0,0,0,1,2.744003134405321,-0.10779869597534744,0.889073670433533,-0.2347688263734222,0.42182685075230997,-0.1455296783343079,-0.27785718048264324,-0.10112197848001594,1.7809204877585818,-0.8108005674705294,-0.05409594344270553,-0.195430329440261,0.1228968751438458,1
1,1,1.719610172909776,9254,1,1,0.03141557907549898,37,37,9,-0.9466892274676307,1,0,0,1,0,0,0.09846780704409681,-0.10779869597534744,1.366930867051812,-0.9054001033422325,-0.06568927065225491,-0.1455296783343079,-0.27785718048264324,-0.10112197848001594,0.7569506058358834,-1.1442628347222827,-0.05409594344270553,-0.195430329440261,0.1228968751438458,0
1,1,-0.5548002603816558,9254,1,1,0.03141557907549898,19,1,4,-1.7865967977031472,0,0,1,1,0,0,0.230744573412158,-0.10779869597534744,-0.544497919421304,-1.5760313803110428,-2.3407645038735576,-0.1455296783343079,-0.27785718048264324,-0.10112197848001594,-0.5230117465674897,-1.4777251019740363,-1.996623577781228,-0.195430329440261,1.1508760264252562,0
1,17,1.719610172909776,9254,1,1,-2.9485293894867817,37,19,9,-0.6919631610847281,1,0,0,1,0,0,-0.43063925842814793,-0.10779869597534744,-0.30556932111216445,0.4358624505953882,0.15098456108310726,-0.1455296783343079,-0.27785718048264324,-0.10112197848001594,-0.011026805606140477,0.18958623428473087,0.41211068879853996,-0.195430329440261,-0.46451978273124583,2
1,5,1.719610172909776,9853,1,1,-1.8489186999804048,3,38,3,-1.1394548993249622,1,0,0,1,0,0,-0.29836249206008675,-0.10779869597534744,0.17228787550611457,0.10054681211098299,0.3893257759920056,-0.1455296783343079,-0.27785718048264324,-0.10112197848001594,0.24496566487453414,-0.477338300218776,0.26965866228038143,-0.195430329440261,-1.4924989340126564,1
1,7,0.20333655071548815,9500,1,3,0.7901469548348997,37,38,9,0.7606638661258772,0,0,0,1,1,0,0.6275748725163416,0.3089171462403005,-0.30556932111216445,0.7711780890797933,0.7174318640484111,-0.1455296783343079,-0.27785718048264324,0.8216023506687935,0.24496566487453414,1.1899730360399912,1.0941537248551765,-0.195430329440261,-0.6848010294344052,0
1,18,3.2358837951040633,9500,1,1,0.03141557907549898,1,1,9,0.26498070992131106,1,0,0,1,0,0,-0.6951927911642704,0.7256329884559484,0.6501450721243935,0.10054681211098299,0.3212282860180348,-0.1455296783343079,-0.27785718048264324,0.8216023506687935,0.7569506058358834,0.8565107687882377,0.48426171521682804,-0.195430329440261,1.8117197665347344,2
1,1,0.961473361812632,9500,1,1,0.03141557907549898,38,19,7,-0.7883459970133944,1,0,0,1,1,1,-0.43063925842814793,0.7256329884559484,-0.06664072280302494,0.7711780890797933,0.48125738745686636,-0.1455296783343079,-0.27785718048264324,0.8216023506687935,-0.011026805606140477,0.8565107687882377,0.5333799139708162,-0.195430329440261,0.1228968751438458,2
1,1,-0.5548002603816558,9238,1,39,0.03141557907549898,19,1,9,0.3407100810081195,0,0,0,1,0,1,-0.29836249206008675,-0.10779869597534744,-0.30556932111216445,0.4358624505953882,0.25932147695078833,-0.1455296783343079,0.7967455552633915,-0.10112197848001594,-0.2670192760868151,0.5230485015364843,0.334409583424999,-0.195430329440261,-1.125363522840724,2
1,1,-0.5548002603816558,9238,1,1,0.03141557907549898,1,19,4,0.024023620099645638,1,0,1,1,0,0,-0.43063925842814793,-0.10779869597534744,-0.544497919421304,0.4358624505953882,0.29543378224001526,-0.1455296783343079,-0.27785718048264324,-0.10112197848001594,-0.2670192760868151,0.5230485015364843,0.26965866228038143,-0.195430329440261,-1.4924989340126564,2
1,1,-0.5548002603816558,9773,1,1,-0.749308010474028,37,38,7,-0.5473889071917298,0,0,0,1,0,1,-0.6951927911642704,-0.10779869597534744,-0.544497919421304,0.4358624505953882,0.29543378224001526,-0.1455296783343079,-0.27785718048264324,-0.10112197848001594,-0.2670192760868151,0.5230485015364843,0.3621599782012635,-0.195430329440261,1.1508760264252562,2
1,1,0.20333655071548815,9556,1,1,-0.30946373467147725,19,19,4,-1.855441680509337,0,0,0,1,1,1,0.230744573412158,0.3089171462403005,-0.30556932111216445,-0.9054001033422325,-0.17402618651993598,-0.1455296783343079,-0.27785718048264324,0.3602401860943888,-0.2670192760868151,-1.4777251019740363,-1.996623577781228,-0.195430329440261,1.1508760264252562,0
1,17,-0.5548002603816558,9238,1,1,0.03141557907549898,37,37,7,0.9603140262638281,1,0,0,1,1,0,-0.6951927911642704,-0.10779869597534744,0.41121647381525406,-0.2347688263734222,0.25932147695078833,-0.1455296783343079,-0.27785718048264324,-0.10112197848001594,-0.2670192760868151,0.18958623428473087,0.29555903073822865,-0.195430329440261,-1.4924989340126564,0
1,1,-0.5548002603816558,9085,1,1,0.03141557907549898,1,37,4,1.1186572567180635,0,0,0,1,0,0,-0.5629160247962092,-0.5245145381909954,-0.30556932111216445,0.10054681211098299,0.7793386731156576,-0.1455296783343079,-0.27785718048264324,-0.5624841430544206,-0.5230117465674897,0.18958623428473087,0.5675128995456216,-0.195430329440261,1.0040218619564836,2
1,1,-0.5548002603816558,9147,1,1,-1.079191217325941,1,19,4,-0.6300027665591579,0,0,0,1,1,0,-0.43063925842814793,-0.5245145381909954,0.17228787550611457,0.10054681211098299,0.25932147695078833,-0.1455296783343079,-0.27785718048264324,-0.5624841430544206,0.24496566487453414,-0.14387603296702256,0.5286623468588513,-0.195430329440261,0.1228968751438458,1
1,1,-0.5548002603816558,9238,1,1,0.03141557907549898,19,38,5,0.2236737802375956,0,0,0,1,0,1,-0.6951927911642704,-0.10779869597534744,-0.06664072280302494,0.4358624505953882,0.10455445428267267,-0.1455296783343079,-0.27785718048264324,-0.10112197848001594,0.5009581353552087,0.5230485015364843,0.3066591886487345,-0.195430329440261,-0.5379468649656323,2
1,1,-0.5548002603816558,9773,1,1,0.03141557907549898,1,3,3,-0.960458204028869,1,0,0,1,1,1,-0.6951927911642704,-0.10779869597534744,-0.30556932111216445,0.4358624505953882,0.18709686637233416,-0.1455296783343079,-0.27785718048264324,-0.10112197848001594,1.012943076316558,0.18958623428473087,-0.01524539075593522,-0.195430329440261,-0.5379468649656323,2
1,10,-0.5548002603816558,9773,1,1,0.03141557907549898,38,37,0,1.6556473426063452,1,0,0,1,0,0,-0.6951927911642704,-0.10779869597534744,0.889073670433533,-1.5760313803110428,-2.3407645038735576,-0.1455296783343079,-0.27785718048264324,-0.10112197848001594,-2.0589665694515373,-1.4777251019740363,-1.996623577781228,-0.195430329440261,-1.4924989340126564,0
1,1,2.4777469840069197,8014,0,1,-2.508685113684231,34,34,0,-1.1669928524474384,0,0,0,1,1,0,1.8180657698288922,-0.10779869597534744,0.889073670433533,-1.5760313803110428,-2.3407645038735576,-0.1455296783343079,-0.27785718048264324,-0.5624841430544206,0.5009581353552087,-1.4777251019740363,-1.996623577781228,-0.195430329440261,1.0040218619564836,0
1,17,-0.5548002603816558,9500,1,1,0.03141557907549898,3,3,2,1.0222744207893995,0,0,0,1,0,0,-0.5629160247962092,0.7256329884559484,-0.06664072280302494,1.1064937275641986,0.5512894652141889,-0.1455296783343079,-0.27785718048264324,0.8216023506687935,-0.011026805606140477,1.1899730360399912,0.5961651821521149,-0.195430329440261,-1.4924989340126564,2
1,1,-0.5548002603816558,9147,1,39,-0.30946373467147725,19,1,9,0.20990480367635841,0,0,0,1,0,1,-0.43063925842814793,0.3089171462403005,-0.06664072280302494,0.7711780890797933,0.47599530868615053,-0.1455296783343079,0.7967455552633915,-0.5624841430544206,-0.7790042170481644,0.18958623428473087,0.6063634522323922,-0.195430329440261,-0.46451978273124583,2
1,1,-0.5548002603816558,9773,1,1,0.03141557907549898,19,1,7,-0.6231182782785383,1,0,0,1,0,0,-0.5629160247962092,-0.10779869597534744,-0.30556932111216445,0.4358624505953882,0.4398830033969236,-0.1455296783343079,-0.27785718048264324,-0.10112197848001594,-0.2670192760868151,0.5230485015364843,0.26965866228038143,-0.195430329440261,-0.46451978273124583,2
2,1,-0.5548002603816558,9991,0,1,-2.508685113684231,37,37,9,0.382017010691833,0,0,0,1,1,0,1.8180657698288922,2.39249635731854,1.1280022687426725,2.4477562815018192,0.3134899348846289,-0.1455296783343079,4.020553762501496,3.128413173540817,1.2689355467972325,2.8572843722987584,0.4987773063305667,-0.195430329440261,-1.4924989340126564,2
1,1,0.20333655071548815,9500,1,1,0.020419472180435837,19,1,9,-0.3270852822119222,0,0,0,1,0,0,-0.43063925842814793,0.3089171462403005,0.17228787550611457,0.4358624505953882,0.42904931181015493,-0.1455296783343079,-0.27785718048264324,0.8216023506687935,0.24496566487453414,0.8565107687882377,0.4981369126049603,-0.195430329440261,-1.125363522840724,2
2,1,-0.5548002603816558,9670,1,1,0.03141557907549898,34,34,0,0.0859840146252159,0,0,0,1,1,0,1.5535122370927699,-0.5245145381909954,-0.7834265177304435,-1.5760313803110428,-2.3407645038735576,-0.1455296783343079,-0.27785718048264324,-0.5624841430544206,-0.7790042170481644,-1.1442628347222827,-0.05409594344270553,-0.195430329440261,-1.4924989340126564,0
1,1,-0.5548002603816558,9130,1,1,0.03141557907549898,19,19,9,0.8983536317382569,1,0,1,0,0,0,-0.43063925842814793,-0.10779869597534744,0.6501450721243935,0.10054681211098299,0.3212282860180348,-0.1455296783343079,-0.27785718048264324,-0.10112197848001594,0.7569506058358834,-0.8108005674705294,0.14015681999114674,-0.195430329440261,-0.5379468649656323,1
2,1,-0.5548002603816558,9147,1,42,0.03141557907549898,19,19,175,0.3751325224112144,0,0,0,1,0,0,0.892128405252464,1.975780515102892,2.8005024569066492,1.4418093660486038,0.3074712173364238,-0.1455296783343079,1.334046923136409,1.2829645152431983,2.0369129582392564,1.5234353032917447,0.256708478051458,-0.195430329440261,0.1228968751438458,1
5,1,-0.5548002603816558,9003,1,1,0.03141557907549898,1,1,4,3.624610990863374,0,0,1,0,0,0,0.4952981061482804,-0.10779869597534744,-0.544497919421304,-1.5760313803110428,-2.3407645038735576,-0.1455296783343079,-0.27785718048264324,-0.10112197848001594,-0.2670192760868151,-1.4777251019740363,-1.996623577781228,-0.195430329440261,0.1228968751438458,0
1,1,-0.5548002603816558,9670,1,1,0.03141557907549898,3,1,1,1.9310268738311045,0,0,0,1,0,0,-0.16608572569202557,-0.5245145381909954,-0.544497919421304,-0.5700844648578274,0.11487225579388036,-0.1455296783343079,-0.27785718048264324,-0.5624841430544206,-0.7790042170481644,-1.4777251019740363,-1.996623577781228,-0.195430329440261,-1.4924989340126564,0
1,17,-0.5548002603816558,9238,1,1,0.03141557907549898,1,19,4,0.010254643538407472,1,0,0,1,0,0,-0.5629160247962092,-0.10779869597534744,-0.30556932111216445,0.4358624505953882,0.4450419041525274,-0.1455296783343079,-0.27785718048264324,-0.10112197848001594,-0.2670192760868151,0.5230485015364843,0.6581641891480859,-0.195430329440261,-1.125363522840724,2
1,10,-0.5548002603816558,9254,1,1,-1.9588797689310427,3,1,9,-0.7470390673296808,1,0,0,1,0,0,-0.5629160247962092,-0.10779869597534744,-0.544497919421304,0.4358624505953882,0.5843322245538316,-0.1455296783343079,-0.27785718048264324,-0.10112197848001594,-0.5230117465674897,0.5230485015364843,0.7876660314373211,-0.195430329440261,-0.5379468649656323,2
1,17,-0.5548002603816558,9238,1,1,0.4602637479829866,38,19,152,0.2856341747631668,1,0,0,1,0,1,-0.6951927911642704,-0.10779869597534744,-0.06664072280302494,0.4358624505953882,0.4398830033969236,-0.1455296783343079,-0.27785718048264324,-0.10112197848001594,-0.5230117465674897,0.5230485015364843,0.3667850439973076,-0.195430329440261,0.1228968751438458,2
1,1,-0.5548002603816558,9130,1,1,0.03141557907549898,1,1,9,-1.2151842704117715,1,0,0,1,0,0,-0.43063925842814793,-0.5245145381909954,0.41121647381525406,-0.2347688263734222,0.3676583928184694,-0.1455296783343079,-0.27785718048264324,-0.5624841430544206,1.012943076316558,-0.8108005674705294,0.5286623468588513,-0.195430329440261,1.8117197665347344,1
1,1,0.961473361812632,9500,1,1,1.8897576443412765,19,19,5,0.4026704755336908,1,0,0,1,0,1,-0.6951927911642704,0.7256329884559484,-0.06664072280302494,1.1064937275641986,0.4784328892931734,-0.1455296783343079,-0.27785718048264324,0.8216023506687935,-0.011026805606140477,1.1899730360399912,0.5308476904474821,-0.195430329440261,-1.4924989340126564,2
1,17,0.20333655071548815,9500,1,1,1.4499133685387258,3,3,3,0.44397740521740425,1,0,0,1,0,0,-0.6951927911642704,0.3089171462403005,-0.06664072280302494,0.7711780890797933,0.3676583928184694,-0.1455296783343079,-0.27785718048264324,0.8216023506687935,0.24496566487453414,0.8565107687882377,0.5369874652917309,-0.195430329440261,-1.125363522840724,2
1,1,2.4777469840069197,9773,1,1,0.2403416100817112,37,1,5,-0.1412040986352094,1,0,0,1,0,0,-0.6951927911642704,-0.10779869597534744,-0.544497919421304,0.4358624505953882,0.6204445298430585,-0.1455296783343079,-0.27785718048264324,-0.10112197848001594,-0.5230117465674897,0.5230485015364843,0.5934132680034688,-0.195430329440261,0.1228968751438458,2
1,18,-0.5548002603816558,9500,1,1,0.03141557907549898,19,1,4,3.287271065113044,0,0,0,1,0,0,-0.6951927911642704,-0.10779869597534744,-0.06664072280302494,0.7711780890797933,0.3212282860180348,-0.1455296783343079,-0.27785718048264324,0.8216023506687935,-0.011026805606140477,1.1899730360399912,1.4197968991116483,-0.195430329440261,-1.125363522840724,2
1,1,-0.5548002603816558,9147,1,1,0.2403416100817112,1,38,5,-0.313316305650684,0,0,1,1,0,0,-0.5629160247962092,-0.5245145381909954,0.41121647381525406,0.10054681211098299,0.015563416248505905,-0.1455296783343079,-0.27785718048264324,-0.5624841430544206,-0.011026805606140477,-0.14387603296702256,0.41211068879853996,-0.195430329440261,-1.125363522840724,2
1,1,-0.5548002603816558,9119,1,1,-0.30946373467147725,19,37,9,0.5541292177073076,0,0,1,1,1,0,0.230744573412158,-0.5245145381909954,-0.7834265177304435,-1.5760313803110428,-2.3407645038735576,-0.1455296783343079,0.7967455552633915,-0.10112197848001594,-0.2670192760868151,-0.8108005674705294,0.7229151102927035,-0.195430329440261,-1.125363522840724,0
1,1,0.20333655071548815,9085,1,1,0.03141557907549898,37,19,90,0.7124724481615451,0,0,0,1,1,0,-0.6951927911642704,-0.10779869597534744,-1.978069509276141,-1.5760313803110428,-2.3407645038735576,-0.1455296783343079,-0.27785718048264324,-0.10112197848001594,-2.0589665694515373,-1.4777251019740363,-1.996623577781228,-0.195430329440261,1.0040218619564836,0
1,1,-0.5548002603816558,9500,1,1,-1.4090744241778541,3,4,2,-0.43723709470182653,0,0,0,1,1,0,-0.6951927911642704,0.3089171462403005,0.889073670433533,-0.2347688263734222,0.4001594675787738,-0.1455296783343079,-0.27785718048264324,0.3602401860943888,0.5009581353552087,-0.477338300218776,0.07540589884652919,-0.195430329440261,-0.6848010294344052,0
1,18,-0.5548002603816558,9500,1,1,0.7901469548348997,1,37,9,0.2236737802375956,1,0,0,1,1,0,-0.16608572569202557,-0.10779869597534744,0.6501450721243935,-0.2347688263734222,0.3212282860180348,-0.1455296783343079,-0.27785718048264324,-0.10112197848001594,0.7569506058358834,-0.14387603296702256,0.45096124148531025,-0.195430329440261,1.8117197665347344,2
2,1,-0.5548002603816558,9556,1,1,0.03141557907549898,37,37,9,-0.47854402438554006,0,0,0,1,0,0,1.0244051716205251,0.3089171462403005,3.039431055215789,0.10054681211098299,0.020980262041890036,-0.1455296783343079,-0.27785718048264324,0.8216023506687935,3.3168753106426294,-0.477338300218776,0.27613375439484317,1.1641694127914886,1.8117197665347344,0
2,1,-0.5548002603816558,9147,1,1,0.03141557907549898,38,37,9,0.3544790575693567,1,0,0,1,0,0,1.4212354707247088,-0.5245145381909954,-0.30556932111216445,-0.9054001033422325,-0.17402618651993598,-0.1455296783343079,-0.27785718048264324,-0.5624841430544206,-0.5230117465674897,-0.14387603296702256,0.334409583424999,-0.195430329440261,1.0040218619564836,0
1,1,-0.5548002603816558,9130,1,1,1.1200301616868127,3,3,2,0.9878519793863044,0,0,1,0,0,0,-0.033808959323964376,-0.10779869597534744,0.41121647381525406,0.4358624505953882,0.6926691404215126,-0.1455296783343079,-0.27785718048264324,-0.10112197848001594,0.7569506058358834,-0.14387603296702256,0.5286623468588513,-0.195430329440261,-0.46451978273124583,1
1,18,1.719610172909776,9147,1,1,-0.30946373467147725,37,37,9,-0.4854285126661586,1,0,0,0,0,0,1.4212354707247088,-0.5245145381909954,-0.7834265177304435,-1.5760313803110428,-2.3407645038735576,-0.1455296783343079,-0.27785718048264324,-0.5624841430544206,-2.0589665694515373,-1.4777251019740363,-1.996623577781228,-0.195430329440261,-1.4924989340126564,0
1,1,0.20333655071548815,9147,1,1,0.03141557907549898,1,19,4,-0.20316449316078067,1,0,0,1,0,0,-0.5629160247962092,-0.5245145381909954,-0.7834265177304435,0.10054681211098299,0.08598241156249846,-0.1455296783343079,-0.27785718048264324,-0.5624841430544206,0.7569506058358834,-0.14387603296702256,0.28584639256653593,-0.195430329440261,0.1228968751438458,1
1,1,-0.5548002603816558,9003,1,39,-0.30946373467147725,1,3,9,0.20990480367635841,1,0,1,0,1,0,-0.033808959323964376,-0.10779869597534744,0.889073670433533,-0.9054001033422325,0.11487225579388036,-0.1455296783343079,-0.27785718048264324,-0.10112197848001594,-0.011026805606140477,-0.8108005674705294,0.5286623468588513,-0.195430329440261,-1.125363522840724,0
1,1,0.961473361812632,9773,1,1,0.03141557907549898,1,1,4,-0.12743512207397223,1,0,1,1,1,1,-0.6951927911642704,-0.10779869597534744,-0.544497919421304,0.4358624505953882,0.7648937509999668,-0.1455296783343079,-0.27785718048264324,-0.10112197848001594,-0.5230117465674897,0.5230485015364843,0.9819187948711733,-0.195430329440261,-0.46451978273124583,2
1,1,-0.5548002603816558,9500,1,1,-1.9588797689310427,1,1,5,-1.3046826180598181,1,0,0,1,0,1,-0.43063925842814793,-0.10779869597534744,0.17228787550611457,0.10054681211098299,0.3212282860180348,-0.1455296783343079,-0.27785718048264324,-0.10112197848001594,-0.5230117465674897,0.18958623428473087,0.6840645576059332,-0.195430329440261,-0.5379468649656323,2
